Category,Company,Slogan,Logo_Link,Logo_File,r,g,b
business,Basic (cigarette),Keep it Basic.,https://www.sloganlist.com/upfile/201906/2019062538971345.png,images/business/Basic_(cigarette).png,229,184,189
business,Alain Delon (cigarette),Signature taste.,https://www.sloganlist.com/upfile/201905/2019051965101141.png,images/business/Alain_Delon_(cigarette).png,28,27,27
business,Walgreens Boots Alliance,Trusted since 1901.,https://www.sloganlist.com/upfile/201905/2019052442132549.png,images/business/Walgreens_Boots_Alliance.png,132,207,21
business,Ramco Cements,Engineered for Concrete.,https://www.sloganlist.com/upfile/201904/2019041245615937.jpg,images/business/Ramco_Cements.jpg,218,224,231
business,JSW Cement,Start Strong. Grow Stronger.,https://www.sloganlist.com/upfile/201904/2019042440668785.png,images/business/JSW_Cement.png,36,68,164
business,India Cements,Unshakeable trust.,https://www.sloganlist.com/upfile/201904/2019042440754257.png,images/business/India_Cements.png,20,68,140
business,Twitter,Whatâs happening,https://www.sloganlist.com/upfile/201904/2019041246336065.png,images/business/Twitter.png,97,169,244
business,T-Mobile,Stick Together,https://www.sloganlist.com/upfile/201904/2019041138864517.png,images/business/T-Mobile.png,236,4,140
business,Publix,Where shopping is a pleasure,https://www.sloganlist.com/upfile/201904/2019040665813753.jpg,images/business/Publix.jpg,232,248,228
business,Safeway,Ingredients for life.,https://www.sloganlist.com/upfile/201904/2019040666118593.png,images/business/Safeway.png,211,33,40
business,Harrods,"All Things, For All People, Everywhere",https://www.sloganlist.com/upfile/201904/2019042440820837.png,images/business/Harrods.png,4,4,4
business,Asda,Save Money. Live Better.,https://www.sloganlist.com/upfile/201904/2019040666473593.png,images/business/Asda.png,124,188,36
business,Petco,Where the pets go,https://www.sloganlist.com/upfile/201904/2019040572734081.png,images/business/Petco.png,236,36,44
business,CBS,America's Most Watched Network,https://www.sloganlist.com/upfile/201904/2019040572910969.png,images/business/CBS.png,4,4,4
business,Nickelodeon,The First Kids' Network,https://www.sloganlist.com/upfile/201904/2019040573046705.png,images/business/Nickelodeon.png,244,131,35
business,Cartoon Network,New New New New,https://www.sloganlist.com/upfile/201904/2019040573181817.png,images/business/Cartoon_Network.png,16,16,16
business,Jack FM,Playing what we want.,https://www.sloganlist.com/upfile/201904/2019040573327425.png,images/business/Jack_FM.png,196,36,52
business,Nick Jr.,Shows Playing & More.,https://www.sloganlist.com/upfile/201904/2019040573451001.png,images/business/Nick_Jr..png,244,124,20
business,MTV,I want my MTV.,https://www.sloganlist.com/upfile/201904/2019040573586705.png,images/business/MTV.png,227,68,68
business,DPMS Panther Arms,Built to be as Tough as the Mission Ahead,https://www.sloganlist.com/upfile/201904/2019040573774473.png,images/business/DPMS_Panther_Arms.png,189,151,144
business,NBC,America's #1 Network,https://www.sloganlist.com/upfile/201904/2019040573941249.png,images/business/NBC.png,5,12,6
business,PBS,Be More,https://www.sloganlist.com/upfile/201904/2019040574079625.png,images/business/PBS.png,6,124,179
business,Nicorette,Makes Quitting Suck Less,https://www.sloganlist.com/upfile/201904/2019040442863705.png,images/business/Nicorette.png,58,163,72
business,BernzOmatic,Find Your Fire.,https://www.sloganlist.com/upfile/201904/2019040574177801.jpg,images/business/BernzOmatic.jpg,36,36,36
business,Tyvek,What do you need to protect?,https://www.sloganlist.com/upfile/201904/2019040574374625.jpg,images/business/Tyvek.jpg,221,236,241
business,Husky (tools),The toughest name in tools.,https://www.sloganlist.com/upfile/201904/2019040574475753.jpg,images/business/Husky_(tools).jpg,230,230,230
business,Hot Wheels,Go With the Winner.,https://www.sloganlist.com/upfile/201903/2019031103159541.png,images/business/Hot_Wheels.png,252,236,44
business,Corgi Toys,the ones with windows.,https://www.sloganlist.com/upfile/201903/2019031103059525.png,images/business/Corgi_Toys.png,247,236,239
business,Teddy Ruxpin,The World's First Animated Talking Toy.,https://www.sloganlist.com/upfile/201903/2019031101549650.jpg,images/business/Teddy_Ruxpin.jpg,223,204,202
business,Pillow Pets,It's a Pillow Pet.,https://www.sloganlist.com/upfile/201903/2019031101287197.jpg,images/business/Pillow_Pets.jpg,80,30,27
business,Monkgomery,The Amazing Monkey Electronic Toy.,https://www.sloganlist.com/upfile/201903/2019031101099447.jpg,images/business/Monkgomery.jpg,186,186,186
business,Micro Machines,it's not the real thing!,https://www.sloganlist.com/upfile/201903/2019031100816556.png,images/business/Micro_Machines.png,57,63,76
business,Ocean Spray (cooperative),Crave the wave.,https://www.sloganlist.com/upfile/201902/2019021744653169.png,images/business/Ocean_Spray_(cooperative).png,18,75,144
business,Felix (pet food),"Cats Like Felix, Like Felix.",https://www.sloganlist.com/upfile/201902/2019021701923622.jpg,images/business/Felix_(pet_food).jpg,19,18,18
business,REMA 1000,The simple is often the best,https://www.sloganlist.com/upfile/202008/2020082883357553.png,images/business/REMA_1000.png,197,119,132
business,Rimi,Everyday low prices,https://www.sloganlist.com/upfile/201901/2019012061263593.png,images/business/Rimi.png,219,214,215
business,Wenger,A Swiss Company Since 1893.,https://www.sloganlist.com/upfile/201901/2019011542801585.png,images/business/Wenger.png,4,4,4
business,Biltema,Why pay more?,https://www.sloganlist.com/upfile/201901/2019011540064661.png,images/business/Biltema.png,4,124,196
business,Husaberg,Pure Enduro.,https://www.sloganlist.com/upfile/202008/2020082882973745.png,images/business/Husaberg.png,8,74,164
business,Manfrotto,Manfrotto Imagine More.,https://www.sloganlist.com/upfile/201901/2019011436556989.jpg,images/business/Manfrotto.jpg,218,31,45
business,MV Agusta,Passion. Precisely Crafted.,https://www.sloganlist.com/upfile/201901/2019011435122597.png,images/business/MV_Agusta.png,57,61,58
business,Nintendo,Play it Loud.,https://www.sloganlist.com/upfile/201901/2019010937925889.png,images/business/Nintendo.png,250,198,199
business,Muji,Lower priced for a reason.,https://www.sloganlist.com/upfile/201901/2019010938093889.png,images/business/Muji.png,124,4,28
business,Hope (cigarette),Choose! It was fun!,https://www.sloganlist.com/upfile/201901/2019010843408233.jpg,images/business/Hope_(cigarette).jpg,229,230,240
business,Seven Stars (cigarette),"Strong, menthol strong.",https://www.sloganlist.com/upfile/201901/2019010843077201.png,images/business/Seven_Stars_(cigarette).png,29,29,29
business,Caster (cigarette),Taste better than Casters.,https://www.sloganlist.com/upfile/201901/2019010842666449.png,images/business/Caster_(cigarette).png,9,9,9
business,Westaflex,connections which pay.,https://www.sloganlist.com/upfile/201901/2019010808545074.png,images/business/Westaflex.png,229,13,13
business,Carrefour,We all deserve the best.,https://www.sloganlist.com/upfile/201901/2019010440511485.png,images/business/Carrefour.png,4,92,172
business,Auchan,Auchan's lifestyle changes life,https://www.sloganlist.com/upfile/201901/2019010437714329.png,images/business/Auchan.png,228,4,27
business,Export (cigarette),Be different.,https://www.sloganlist.com/upfile/201901/2019010342830813.jpg,images/business/Export_(cigarette).jpg,27,135,67
business,Homebase,Make a house a home.,https://www.sloganlist.com/upfile/202008/2020082883697465.png,images/business/Homebase.png,83,175,30
business,Hamlet (cigar),Happiness will always be a cigar called Hamlet.,https://www.sloganlist.com/upfile/201901/2019010167722977.jpg,images/business/Hamlet_(cigar).jpg,204,204,204
business,Castrol,liquid engineering.,https://www.sloganlist.com/upfile/201812/2018123159191197.png,images/business/Castrol.png,237,36,52
business,Capstan (cigarette),Have a Capstan.,https://www.sloganlist.com/upfile/201812/2018123158983245.png,images/business/Capstan_(cigarette).png,245,25,28
business,Jagex,Java Gaming Experts,https://www.sloganlist.com/upfile/201812/2018122955997713.png,images/business/Jagex.png,4,4,4
business,Winfield (cigarette),The Genuine Australian.,https://www.sloganlist.com/upfile/201812/2018122954816917.jpg,images/business/Winfield_(cigarette).jpg,228,220,210
business,Ivar,Give your back a lift.,https://www.sloganlist.com/upfile/201812/2018122861028145.jpg,images/business/Ivar.jpg,5,4,12
business,Morrisons,Morrisons Makes It.,https://www.sloganlist.com/upfile/201812/2018122542081065.png,images/business/Morrisons.png,248,192,12
business,Iceland,food you can trust.,https://www.sloganlist.com/upfile/201812/2018122540781265.png,images/business/Iceland.png,211,28,43
business,Sainsbury's,Live Well For Less.,https://www.sloganlist.com/upfile/201812/2018122540089453.png,images/business/Sainsbury's.png,247,216,172
business,Six Flags,It's playtime!,https://www.sloganlist.com/upfile/201812/2018122376117593.png,images/business/Six_Flags.png,7,6,8
business,Tops Friendly Markets,Your neighborhood store with more.,https://www.sloganlist.com/upfile/201812/2018122374523561.png,images/business/Tops_Friendly_Markets.png,212,20,68
business,Mattel,It a big deal.,https://www.sloganlist.com/upfile/202008/2020082884050385.png,images/business/Mattel.png,210,33,32
business,Accurist,Mean time.,https://www.sloganlist.com/upfile/202008/2020082885082353.png,images/business/Accurist.png,154,97,50
business,Rado Watches,A different world.,https://www.sloganlist.com/upfile/201811/2018110739099393.png,images/business/Rado_Watches.png,36,28,36
business,Sekonda,Beware of expensive imitations.,https://www.sloganlist.com/upfile/202008/2020082885567033.png,images/business/Sekonda.png,14,14,14
business,Noosa Civic,We've got the lot.,https://www.sloganlist.com/upfile/202008/2020082885723913.png,images/business/Noosa_Civic.png,104,104,106
business,Interflora,The flower experts.,https://www.sloganlist.com/upfile/202008/2020082885810793.png,images/business/Interflora.png,32,31,9
business,Target Corporation,Expect More. Pay Less.,https://www.sloganlist.com/upfile/202008/2020082885993913.png,images/business/Target_Corporation.png,250,200,208
business,Farmers,Farmers Your Store.,https://www.sloganlist.com/upfile/201811/2018110644591969.png,images/business/Farmers.png,87,10,111
business,Circle K,Take it Easy.,https://www.sloganlist.com/upfile/201811/2018110644313533.png,images/business/Circle_K.png,212,22,12
business,WHSmith,Lose yourself in a book.,https://www.sloganlist.com/upfile/201811/2018110644093845.png,images/business/WHSmith.png,4,44,132
business,Angus & Robertson,We have all the best stories.,https://www.sloganlist.com/upfile/201811/2018110643963797.gif,images/business/Angus_&_Robertson.gif,52,90,69
business,Blackwell's,For learning. For life.,https://www.sloganlist.com/upfile/201811/2018110643283017.jpg,images/business/Blackwell's.jpg,238,241,241
business,Waterstones,âWhat's your story?,https://www.sloganlist.com/upfile/201811/2018110643180593.png,images/business/Waterstones.png,4,4,4
business,Mothercare,Mom's little secret.,https://www.sloganlist.com/upfile/201811/2018110642815549.png,images/business/Mothercare.png,12,52,108
business,Buy Buy Baby,Where shopping is child's play.,https://www.sloganlist.com/upfile/201811/2018110642722033.png,images/business/Buy_Buy_Baby.png,228,12,52
business,Friskies,Friskies. For more.,https://www.sloganlist.com/upfile/201811/2018110577128361.png,images/business/Friskies.png,205,33,69
business,Pedigree Petfoods,We're for dogs.,https://www.sloganlist.com/upfile/201811/2018110576977169.jpg,images/business/Pedigree_Petfoods.jpg,249,188,28
business,Eukanuba,Make A Good Dog Great,https://www.sloganlist.com/upfile/201811/2018110576826033.png,images/business/Eukanuba.png,204,43,107
business,Zippo,Zippo. For real.,https://www.sloganlist.com/upfile/201811/2018110575646689.png,images/business/Zippo.png,220,20,44
business,One-A-Day,The multivitamin with more for your health.,https://www.sloganlist.com/upfile/201811/2018110575377081.jpg,images/business/One-A-Day.jpg,234,233,234
business,Berocca,Fire on all cylinders. All day.,https://www.sloganlist.com/upfile/201811/2018110575219529.jpg,images/business/Berocca.jpg,238,242,206
business,Harris Teeter,My Harris Teeter.,https://www.sloganlist.com/upfile/201811/2018110575087593.png,images/business/Harris_Teeter.png,235,10,42
business,Winn-Dixie,Getting better all the time.,https://www.sloganlist.com/upfile/201811/2018110574614769.png,images/business/Winn-Dixie.png,204,20,36
business,Kroger,More value for the way you live.,https://www.sloganlist.com/upfile/201811/2018110574502001.png,images/business/Kroger.png,193,218,237
business,Super Fresh,Better Store. Better Living.,https://www.sloganlist.com/upfile/201811/2018110574379457.png,images/business/Super_Fresh.png,94,194,72
business,Albertsons,Crazy about food.,https://www.sloganlist.com/upfile/201811/2018110574258657.png,images/business/Albertsons.png,4,164,228
business,Piggly Wiggly,Feeds your life.,https://www.sloganlist.com/upfile/201811/2018110574163473.png,images/business/Piggly_Wiggly.png,238,194,151
business,Manchester Arndale,The centre of your city.,https://www.sloganlist.com/upfile/201811/2018110573975625.png,images/business/Manchester_Arndale.png,219,27,51
business,Mall of America (MOA),America Loves MOA.,https://www.sloganlist.com/upfile/201811/2018110573838185.png,images/business/Mall_of_America_(MOA).png,21,48,25
business,Kool (cigarette),Lady be Cool.,https://www.sloganlist.com/upfile/201811/2018110567017689.jpg,images/business/Kool_(cigarette).jpg,22,142,77
business,Marlboro (cigarette),Mild As May.,https://www.sloganlist.com/upfile/201811/2018110566691829.png,images/business/Marlboro_(cigarette).png,196,4,4
business,Virginia Slims,It's a Woman's Thing.,https://www.sloganlist.com/upfile/201811/2018110566559049.png,images/business/Virginia_Slims.png,5,5,5
business,Bulova,Keeping America's Time For Generations.,https://www.sloganlist.com/upfile/201811/2018110566347797.png,images/business/Bulova.png,36,28,36
business,Pulsar (watch),Tell it your way.,https://www.sloganlist.com/upfile/201811/2018110566152893.png,images/business/Pulsar_(watch).png,78,78,80
business,Longines,Elegance is an Attitude.,https://www.sloganlist.com/upfile/201811/2018110565994625.png,images/business/Longines.png,4,52,84
business,Omega,The sign of excellence.,https://www.sloganlist.com/upfile/201811/2018110565889813.png,images/business/Omega.png,196,4,36
business,Swatch,Fashion that ticks.,https://www.sloganlist.com/upfile/201811/2018110565822049.png,images/business/Swatch.png,252,18,18
business,Toymaster,Toymaster. Your real toy shop.,https://www.sloganlist.com/upfile/201811/2018110559908593.jpg,images/business/Toymaster.jpg,210,39,54
business,Early Learning Centre,Where learning is childsplay.,https://www.sloganlist.com/upfile/201811/2018110559639641.png,images/business/Early_Learning_Centre.png,4,108,60
business,Purex,The thickest Purex ever.,https://www.sloganlist.com/upfile/201811/2018110558263753.png,images/business/Purex.png,31,141,205
business,Kleenex,Kleenex Says Bless You.,https://www.sloganlist.com/upfile/201811/2018110558111593.png,images/business/Kleenex.png,44,148,220
business,Huggies,Do it in Huggies.,https://www.sloganlist.com/upfile/201905/2019052354783565.png,images/business/Huggies.png,228,52,44
business,Luvs,All you need is Luvs.,https://www.sloganlist.com/upfile/201811/2018110556232237.gif,images/business/Luvs.gif,19,41,115
business,National Express,Love the journey.,https://www.sloganlist.com/upfile/201811/2018110541134705.png,images/business/National_Express.png,236,52,60
business,Maritime Bus,Your bus ride!,https://www.sloganlist.com/upfile/201811/2018110539616469.jpg,images/business/Maritime_Bus.jpg,234,244,241
business,Scottish Citylink,Always moving people.,https://www.sloganlist.com/upfile/201811/2018110539327189.png,images/business/Scottish_Citylink.png,4,108,180
business,G4S,Securing your world.,https://www.sloganlist.com/upfile/201811/2018110239520845.png,images/business/G4S.png,251,27,35
business,AlphaGraphics,Increase your reach.,https://www.sloganlist.com/upfile/201811/2018110239381937.png,images/business/AlphaGraphics.png,110,110,110
business,Vistaprint,Everything you create matters.,https://www.sloganlist.com/upfile/201811/2018110239276937.png,images/business/Vistaprint.png,44,92,156
business,Mintel,Intelligence in time.,https://www.sloganlist.com/upfile/202008/2020083141534293.png,images/business/Mintel.png,248,235,18
business,Ipsos,The compass for the market place.,https://www.sloganlist.com/upfile/202008/2020083141712285.png,images/business/Ipsos.png,24,123,156
business,Mercer,Based on reality.,https://www.sloganlist.com/upfile/202008/2020083141986585.png,images/business/Mercer.png,26,74,137
business,Vogue (magazine),for the overwhelming minority.,https://www.sloganlist.com/upfile/201811/2018110237779125.png,images/business/Vogue_(magazine).png,4,4,4
business,Mr. Clean,There's no clean like Mr. Clean.,https://www.sloganlist.com/upfile/201810/2018102960260793.png,images/business/Mr._Clean.png,204,194,184
business,Motorola,Hello Moto,https://www.sloganlist.com/upfile/202008/2020083142215829.png,images/business/Motorola.png,187,187,187
business,Harley-Davidson,"Live to Ride, Ride to Live.",https://www.sloganlist.com/upfile/202008/2020083142348089.png,images/business/Harley-Davidson.png,105,62,28
business,Pall Mall (cigarette),Mildness is a pleasure with Pall Mall,https://www.sloganlist.com/upfile/201810/2018102606496418.png,images/business/Pall_Mall_(cigarette).png,36,92,156
business,Lego,The bane of your footâs existence.,https://www.sloganlist.com/upfile/201810/2018102603563559.png,images/business/Lego.png,9,9,8
business,Dulux,Let's colour.,https://www.sloganlist.com/upfile/202008/2020083142631633.png,images/business/Dulux.png,4,60,124
business,LifeStyles,Feel Good. Play Safe.,https://www.sloganlist.com/upfile/202008/2020083143242153.png,images/business/LifeStyles.png,4,4,4
business,Buck Knives,Works hard at any elevation.,https://www.sloganlist.com/upfile/201810/2018101664207341.jpg,images/business/Buck_Knives.jpg,20,20,20
business,Jelly Belly,New dimensions in Chocolate.,https://www.sloganlist.com/upfile/201810/2018101539095857.png,images/business/Jelly_Belly.png,18,11,4
business,Pampers,Discover your babyâs world.,https://www.sloganlist.com/upfile/201810/2018101351587193.png,images/business/Pampers.png,4,182,173
business,Crest Toothpaste,"Look, Ma, no cavities!",https://www.sloganlist.com/upfile/202008/2020083143469289.png,images/business/Crest_Toothpaste.png,175,14,15
business,Tareyton (Cigarettes),There's something about them you'll like.,https://www.sloganlist.com/upfile/201810/2018102642115621.jpg,images/business/Tareyton_(Cigarettes).jpg,30,30,30
business,Welch's,Momâs pick WELCHâS Fruit Snacks!,https://www.sloganlist.com/upfile/201810/2018101254664941.png,images/business/Welch's.png,208,207,225
business,"Toys ""R"" Us",I Donât Want To Group Up.,https://www.sloganlist.com/upfile/202008/2020083140218609.png,"images/business/Toys_""R""_Us.png",218,199,199
business,Ferrero Rocher,âLuscious chocolate.,https://www.sloganlist.com/upfile/201810/2018101252736769.png,images/business/Ferrero_Rocher.png,225,209,171
business,Pottery Barn,"Bedrooms, Living rooms, Bathrooms",https://www.sloganlist.com/upfile/201810/2018101238388037.gif,images/business/Pottery_Barn.gif,197,192,192
business,Marks & Spencer,The customer is always and completly right,https://www.sloganlist.com/upfile/202008/2020083140388033.png,images/business/Marks_&_Spencer.png,36,28,29
business,The History Channel (TV network),Made Every Day,https://www.sloganlist.com/upfile/202008/2020083140818433.png,images/business/The_History_Channel_(TV_network).png,210,134,31
business,L&M(Cigarettes),Just what the doctor ordered,https://www.sloganlist.com/upfile/201811/2018112103519516.png,images/business/L&M(Cigarettes).png,4,92,172
business,KitchenAid,For the way it's made.,https://www.sloganlist.com/upfile/201810/2018100642353245.png,images/business/KitchenAid.png,180,44,44
business,Chesterfield (cigarette),Blow some my way.,https://www.sloganlist.com/upfile/201810/2018100541909233.jpg,images/business/Chesterfield_(cigarette).jpg,183,133,94
business,TAG Heuer,Success. Its a mind game.,https://www.sloganlist.com/upfile/202008/2020083141062533.png,images/business/TAG_Heuer.png,236,112,123
business,SureFire,Think of it as a flashlight with an afterburner,https://www.sloganlist.com/upfile/201810/2018100540763937.png,images/business/SureFire.png,236,12,12
business,AbeBooks,"Looking for used, rare or out-of-print books?",https://www.sloganlist.com/upfile/201810/2018100376143881.png,images/business/AbeBooks.png,214,15,53
business,Home Depot,You can do it. We can help.,https://www.sloganlist.com/upfile/201810/2018100375461505.png,images/business/Home_Depot.png,236,116,36
business,Electrolux,Nothing sucks like an Electrolux.,https://www.sloganlist.com/upfile/201810/2018100375200113.png,images/business/Electrolux.png,4,44,100
business,Eve (cigarette),The first truly feminine cigaretteâalmost as prett,https://www.sloganlist.com/upfile/201810/2018100540067845.jpg,images/business/Eve_(cigarette).jpg,148,89,68
business,TJ Maxx,You should go,https://www.sloganlist.com/upfile/201810/2018100371192785.png,images/business/TJ_Maxx.png,196,20,28
business,Philip Morris (cigarette),Less irritating to the throat.,https://www.sloganlist.com/upfile/201810/2018100540158093.jpg,images/business/Philip_Morris_(cigarette).jpg,230,227,221
business,StumbleUpon,Discover the Best of the Web,https://www.sloganlist.com/upfile/201809/2018093044603685.png,images/business/StumbleUpon.png,236,71,32
business,CNN(Cable News Network),The most trusted name in news.,https://www.sloganlist.com/upfile/201809/2018093044073945.png,images/business/CNN(Cable_News_Network).png,201,9,9
business,Winston Cigarettes,Leave the Bull Behind.,https://www.sloganlist.com/upfile/201809/2018093060653029.png,images/business/Winston_Cigarettes.png,145,5,5
business,Best Buy,Turn on the fun.,https://www.sloganlist.com/upfile/201809/2018093008293590.png,images/business/Best_Buy.png,27,36,44
business,Avaya,Avaya. The Power of We,https://www.sloganlist.com/upfile/201809/2018092964258861.png,images/business/Avaya.png,204,4,4
business,RadioShack,Do It. Together.,https://www.sloganlist.com/upfile/201809/2018092964096085.png,images/business/RadioShack.png,237,28,36
business,Coles Supermarkets,Something better everyday,https://www.sloganlist.com/upfile/201809/2018092963779873.png,images/business/Coles_Supermarkets.png,228,28,36
business,Norwegian Cruise Line(NCL),Freestyle cruising.,https://www.sloganlist.com/upfile/201809/2018092963544793.png,images/business/Norwegian_Cruise_Line(NCL).png,190,218,236
business,Lucky Strike,It's toasted.,https://www.sloganlist.com/upfile/201809/2018092963362153.png,images/business/Lucky_Strike.png,179,55,72
business,Steelcase,do what you do better.,https://www.sloganlist.com/upfile/201809/2018092962867505.png,images/business/Steelcase.png,100,100,100
business,GoDaddy,Whereâd everybody go?,https://www.sloganlist.com/upfile/201809/2018092961958005.png,images/business/GoDaddy.png,20,22,21
business,BON-TON,Come To the Right Place,https://www.sloganlist.com/upfile/201809/2018092961237589.png,images/business/BON-TON.png,236,28,36
business,Marshalls,Never Pay Full Price for Fabulous.,https://www.sloganlist.com/upfile/201809/2018092961118853.png,images/business/Marshalls.png,20,60,100
business,Accenture,"High Performance, Delivered.",https://www.sloganlist.com/upfile/201809/2018092744930901.png,images/business/Accenture.png,4,140,252
business,Duracell,No battery is stronger longer.,https://www.sloganlist.com/upfile/201809/2018092744795577.png,images/business/Duracell.png,20,12,12
business,Syntel,Consider IT Done,https://www.sloganlist.com/upfile/201809/2018092744711737.png,images/business/Syntel.png,4,73,52
business,Shell Oil,You can be sure of Shell,https://www.sloganlist.com/upfile/201809/2018092744320065.png,images/business/Shell_Oil.png,252,221,4
business,Future Shop,See what the future has in store,https://www.sloganlist.com/upfile/201809/2018092744206261.png,images/business/Future_Shop.png,188,4,36
business,Charmin,Enjoy the go.,https://www.sloganlist.com/upfile/201809/2018092743168657.png,images/business/Charmin.png,29,65,121
business,Disneyland,The happiest place on earth,https://www.sloganlist.com/upfile/201809/2018092376789969.png,images/business/Disneyland.png,52,132,196
business,De Beers,A diamond is forever,https://www.sloganlist.com/upfile/201809/2018092538224129.png,images/business/De_Beers.png,4,4,4
company,HBO,It's what connects us.,https://www.sloganlist.com/upfile/202007/2020072143872301.png,images/company/HBO.png,4,4,4
company,Procter & Gamble(P&G),"Touching lives, improving life.",https://www.sloganlist.com/upfile/201912/2019120439333949.png,images/company/Procter_&_Gamble(P&G).png,4,60,172
company,Skullcandy,Become the sound,https://www.sloganlist.com/upfile/202103/2021032155641601.png,images/company/Skullcandy.png,20,20,20
company,Sennheiser,Hear the difference,https://www.sloganlist.com/upfile/202103/2021032138364653.png,images/company/Sennheiser.png,10,10,10
company,IKEA,Design your own life,https://www.sloganlist.com/upfile/202102/2021021779032889.png,images/company/IKEA.png,7,7,7
company,TNT Express,âSure we can,https://www.sloganlist.com/upfile/202102/2021021779092225.png,images/company/TNT_Express.png,252,108,13
company,United Parcel Service ( ups ),What can Brown do for you?,https://www.sloganlist.com/upfile/202102/2021021779165745.png,images/company/United_Parcel_Service_(_ups_).png,26,10,4
company,Wolff,We give you the edge.,https://www.sloganlist.com/upfile/202102/2021020868168025.png,images/company/Wolff.png,20,20,20
company,Estwing,The choice of the professional.,https://www.sloganlist.com/upfile/202102/2021020385741505.png,images/company/Estwing.png,63,64,40
company,Wera Tools,Wera. Tools. From ideas.,https://www.sloganlist.com/upfile/202102/2021020868079921.png,images/company/Wera_Tools.png,21,21,21
company,Viactiv,the nutrition women want!,https://www.sloganlist.com/upfile/202102/2021021779271985.png,images/company/Viactiv.png,74,34,118
company,Orange Slovensko,It's good to be orange,https://www.sloganlist.com/upfile/202011/2020110559812925.png,images/company/Orange_Slovensko.png,252,98,4
company,Oi (telecommunications),"Together, it's much better",https://www.sloganlist.com/upfile/202011/2020110560017429.png,images/company/Oi_(telecommunications).png,252,204,50
company,CNA938,Understand Asia,https://www.sloganlist.com/upfile/202011/2020110382379969.png,images/company/CNA938.png,202,21,27
company,Symphony 924,Only the Finest Music,https://www.sloganlist.com/upfile/202011/2020110382869961.png,images/company/Symphony_924.png,63,75,108
company,One FM 91.3,"Good Times, Greatest Hits",https://www.sloganlist.com/upfile/202011/2020110382642641.png,images/company/One_FM_91.3.png,237,28,35
company,Gold 905,"Sounds Good, Feels Good",https://www.sloganlist.com/upfile/202011/2020110383044033.png,images/company/Gold_905.png,28,28,28
company,RadioNL,I Listen Holland,https://www.sloganlist.com/upfile/202011/2020110239160793.png,images/company/RadioNL.png,230,213,218
company,SubLime FM,Smooth Jazz,https://www.sloganlist.com/upfile/202011/2020110240048477.png,images/company/SubLime_FM.png,216,233,188
company,Radio 538,The Beat of the Moment!,https://www.sloganlist.com/upfile/202011/2020110240167377.png,images/company/Radio_538.png,118,4,172
company,100% NL,The music of the Netherlands,https://www.sloganlist.com/upfile/202011/2020110240312613.png,images/company/100%_NL.png,243,142,30
company,SLAM!,"Play Music, Play Life",https://www.sloganlist.com/upfile/202011/2020110240485193.png,images/company/SLAM!.png,228,4,108
company,Qmusic,Q sounds better with you,https://www.sloganlist.com/upfile/202011/2020110240640953.png,images/company/Qmusic.png,237,52,35
company,Sky Radio,The Christmas Station!,https://www.sloganlist.com/upfile/202011/2020110240751513.png,images/company/Sky_Radio.png,4,36,108
company,NPO 3FM,Let yourself be heard,https://www.sloganlist.com/upfile/202011/2020110240863885.png,images/company/NPO_3FM.png,211,220,194
company,Zayan,"Destinasi, Gaya Hidup, Muslim Moden",https://www.sloganlist.com/upfile/202011/2020110236655941.png,images/company/Zayan.png,147,35,140
company,Kool FM,Current Voices,https://www.sloganlist.com/upfile/202011/2020110236894617.png,images/company/Kool_FM.png,234,27,31
company,Hitz,"All The Hitz, All The Time",https://www.sloganlist.com/upfile/202011/2020110237068549.png,images/company/Hitz.png,110,56,144
company,Ai FM,è¶å¬è¶ç±,https://www.sloganlist.com/upfile/202011/2020110237309325.png,images/company/Ai_FM.png,242,107,94
company,ChÃ©rie FM,Pop Love Music,https://www.sloganlist.com/upfile/202010/2020103052099461.png,images/company/ChÃ©rie_FM.png,252,52,52
company,TSF Jazz,"24/7, the only 100% jazz radio",https://www.sloganlist.com/upfile/202010/2020103052363669.png,images/company/TSF_Jazz.png,14,13,12
company,Radio Nova (France),The Great Mix,https://www.sloganlist.com/upfile/202010/2020103052684337.png,images/company/Radio_Nova_(France).png,210,27,40
company,RTL (French radio),"RTL, toujours avec vous",https://www.sloganlist.com/upfile/202010/2020103052907505.png,images/company/RTL_(French_radio).png,202,6,6
company,Rire & Chansons,The station to laugh!,https://www.sloganlist.com/upfile/202010/2020103053265433.png,images/company/Rire_&_Chansons.png,231,31,23
company,Wit FM,Bien plus que des hits !,https://www.sloganlist.com/upfile/202010/2020103053465681.png,images/company/Wit_FM.png,227,20,15
company,Vibration (radio station),Rock together!,https://www.sloganlist.com/upfile/202010/2020103053842713.png,images/company/Vibration_(radio_station).png,248,186,183
company,Sud Radio,L'esprit libre,https://www.sloganlist.com/upfile/202010/2020103054016773.png,images/company/Sud_Radio.png,27,27,25
company,OuÃ¯ FM,"Plus libre, plus rock",https://www.sloganlist.com/upfile/202010/2020103054232373.png,images/company/OuÃ¯_FM.png,227,36,48
company,RTL2 (France),Le son Pop-Rock,https://www.sloganlist.com/upfile/202010/2020103054455249.png,images/company/RTL2_(France).png,236,35,47
company,BFM Business,France has everything to succeed,https://www.sloganlist.com/upfile/202010/2020103054639093.png,images/company/BFM_Business.png,16,14,89
company,RFM (French radio station),The Best of the Music,https://www.sloganlist.com/upfile/202010/2020103054882385.png,images/company/RFM_(French_radio_station).png,16,58,137
